Name,Team,POS,ADP,IP,mW,mSV,mERA,mWHIP,mSO,PTS,aPOS,Dollars,NameASCII,PlayerId,MLBAMID
"Cade Smith ","CLE","RP",39.90999984741211,70,-4.305678216422256,6.762927043347049,2.8667477236842824,2.31775707279519,-3.597124170889331,4.044629452514934,5.923586940896976,10.96821639341191,"Cade Smith","27867",671922
"Luis Castillo ","SEA","SP",171.0500030517578,181.473,2.5819196162931437,-1.3993415316800395,-1.7493406118153125,-0.11624041200078418,1.9331640916150854,1.2501611524120926,8.602693719932358,10.852854872344452,"Luis Castillo","15689",622491
"Jhoan Duran ","PHI","RP",41.84000015258789,70,-4.111504034347553,6.401123002873082,3.6984066309499575,1.6976156784580492,-3.9163508977990262,3.7692903801345086,5.923586940896976,10.692877321031483,"Jhoan Duran","21029",661395
"Spencer Strider ","ATL","SP",124.86000061035156,151.384,1.3472553499287225,-1.3993415316800395,-1.089104733072877,-0.2310103443764916,2.2548356521813133,0.8826343929806278,8.602693719932358,10.485328112912986,"Spencer Strider","27498",675911
"Kyle Bradish ","BAL","SP",72.95999908447266,154.145,1.7702710293660582,-1.3993415316800395,-0.1620159819877314,-0.7130952871025413,1.3431834451161233,0.8390016737118693,8.602693719932358,10.441695393644226,"Kyle Bradish","24586",680694
"Emmet Sheehan ","LAD","SP",111.20999908447266,157.144,1.8607278089173134,-1.3993415316800395,-2.1886378816087206,-0.1688568698395526,2.307022862522846,0.41091438831184607,8.602693719932358,10.013608108244203,"Emmet Sheehan","29839",686218
"Michael King ","SDP","SP",129.55999755859375,166.513,1.9519424673972925,-1.3993415316800395,-1.0082972678949023,-1.2984940101235887,2.03338503297125,0.279194690670012,8.602693719932358,9.881888410602372,"Michael King","19853",650633
"MacKenzie Gore ","TEX","SP",164.82000732421875,161.264,1.8318389817188323,-1.3993415316800395,-1.170775539943162,-1.7173100026923662,2.6510112622068522,0.19542316961011666,8.602693719932358,9.798116889542476,"MacKenzie Gore","22201",669022
"Aaron Nola ","PHI","SP",205.52999877929688,180.677,2.557197768234358,-1.3993415316800395,-2.944025283639309,-0.17971671677605558,2.155789975117111,0.18990421125606444,8.602693719932358,9.792597931188423,"Aaron Nola","16149",605400
"Blake Snell ","LAD","SP",178.41000366210938,126.988,0.7227721457819776,-1.3993415316800395,1.1470874809272242,-1.248209275590867,0.883183581595852,0.10549240103414742,8.602693719932358,9.708186120966506,"Blake Snell","13543",605483
"Kevin Gausman ","TOR","SP",112.94999694824219,185.401,2.8243053766561217,-1.3993415316800395,-3.0163027959896307,-1.1742678986888788,2.5874658677977886,-0.1781409819046393,8.602693719932358,9.42455273802772,"Kevin Gausman","14107",592332
"David Bednar ","NYY","RP",64.05999755859375,65,-4.549579960470729,7.5484265851676895,1.671010438081399,1.4920256128192584,-4.208974974952482,1.9529077006451347,5.923586940896976,8.876494641542111,"David Bednar","19569",670280
"Aroldis Chapman ","BOS","RP",64.55000305175781,62,-4.63994189224187,7.074018298086692,2.4640431117424604,0.629777664939981,-3.71733575957228,1.8105614229549831,5.923586940896976,8.734148363851958,"Aroldis Chapman","10233",547973
"Devin Williams ","NYM","RP",59.470001220703125,64,-4.544749272698281,7.450545573140019,2.1782345382294652,0.5559707684488864,-4.051481447565233,1.5885201595548573,5.923586940896976,8.512107100451832,"Devin Williams","15816",642207
"Andrés Muñoz ","SEA","RP",41.189998626708984,64,-4.536224489718422,6.313602650725485,2.842933720800153,0.8859877897221891,-4.094644777894537,1.4116548936348687,5.923586940896976,8.335241834531844,"Andres Munoz","20373",662253
"Carlos Rodón ","NYY","SP",202.3000030517578,161.648,1.6095329480621812,-1.3993415316800395,-2.4517218615277683,-1.2099490067221363,2.180505002371637,-1.2709744494961266,8.602693719932358,8.331719270436231,"Carlos Rodon","16137",607074
"Jack Flaherty ","DET","SP",209,163.146,1.5227698120622408,-1.3993415316800395,-1.8262371064112517,-1.9733278722695793,2.274273651501955,-1.4018630467966742,8.602693719932358,8.200830673135684,"Jack Flaherty","17479",656427
"Josh Hader ","HOU","RP",124.38999938964844,61,-4.768760082288465,6.576980682356329,1.436507673375679,1.6699629407495167,-3.9176331425765816,0.9970580716164769,5.923586940896976,7.920645012513453,"Josh Hader","14212",623352
"Eury Pérez ","MIA","SP",78.6500015258789,154.035,0.618581407670149,-1.3993415316800395,-2.703620411887333,-0.17177615061738305,1.9315882842727992,-1.7245684022418073,8.602693719932358,7.878125317690551,"Eury Perez","27768",691587
"Ranger Suarez ","BOS","SP",183.97999572753906,171.504,2.2654631595339225,-1.3993415316800395,-0.44563018403344257,-2.8734737679273135,0.7166529917668709,-1.7363293323400022,8.602693719932358,7.866364387592356,"Ranger Suarez","17277",624133
"Matthew Boyd ","CHC","SP",212.75999450683594,173.75,2.075172316570763,-1.3993415316800395,-2.3429085467163184,-1.2775235629925084,0.9102045199805955,-2.0343968048375083,8.602693719932358,7.568296915094851,"Matthew Boyd","15440",571510
"Nick Lodolo ","CIN","SP",127.94999694824219,157.14,1.0011512837301053,-1.3993415316800395,-3.015939022377862,-0.17322972585928362,1.2035936850618207,-2.3837653111252597,8.602693719932358,7.218928408807098,"Nick Lodolo","26378",666157
"Chase Burns ","CIN","SP",109.72000122070312,114.246,-1.053874918961249,-1.3993415316800395,-0.059998601933656776,0.9141266243611622,-0.8252653663624888,-2.424353794576272,8.602693719932358,7.178339925356085,"Chase Burns","35333",695505
"Joe Musgrove ","SDP","SP",385.6199951171875,149.573,0.733001253039274,-1.3993415316800395,-1.843956729934882,0.1227430693342602,-0.051561199861793576,-2.439115139103181,8.602693719932358,7.163578580829177,"Joe Musgrove","12970",605397
"Trey Yesavage ","TOR","SP",194.2899932861328,132.524,0.09279499688612666,-1.3993415316800395,-0.1928948005336272,-1.5570506667057336,0.3465147080784452,-2.7099772939548283,8.602693719932358,6.89271642597753,"Trey Yesavage","35456",702056
"Cody Ponce ","TOR","SP",250.02000427246094,154.812,0.9187457257422804,-1.3993415316800395,-1.8789770076313457,-1.2323739957677207,0.551125280613257,-3.0408215287235683,8.602693719932358,6.56187219120879,"Cody Ponce","17920",664074
"Gerrit Cole ","NYY","SP",232.89999389648438,134.18,-0.028256063281286378,-1.3993415316800395,-1.9121325275560233,0.33488330160315427,-0.3462462991665975,-3.3510931200807925,8.602693719932358,6.2516005998515665,"Gerrit Cole","13125",543037
"Sean Manaea ","NYM","SP",423.3599853515625,126.517,-0.48035071713342803,-1.3993415316800395,-0.9169438009026114,0.10073991721197716,-0.7261334964899886,-3.42202962899409,8.602693719932358,6.180664090938269,"Sean Manaea","15873",640455
"Ryan Walker ","SFG","RP",144.55999755859375,63,-4.7956602676972135,6.890799001313766,1.4680022810749596,0.5749426674126679,-4.940472551295974,-0.8023888691917942,5.923586940896976,6.121198071705181,"Ryan Walker","20423",676254
"Shota Imanaga ","CHC","SP",157.92999267578125,154.982,0.743231263608762,-1.3993415316800395,-3.687077874997273,0.9315885864543305,-0.12180529652513057,-3.5334048531393507,8.602693719932358,6.069288866793007,"Shota Imanaga","33829",684007
"Griffin Jax ","TBR","RP",149.2100067138672,68,-4.40797470886837,1.9242396418412608,2.9844247414131653,2.3115001473224437,-3.768806048555385,-0.9566162268468853,5.923586940896976,5.96697071405009,"Griffin Jax","20253",643377
"Shane Bieber ","TOR","SP",474.0400085449219,123.834,-0.5256265307991127,-1.3993415316800395,-0.2819037394657514,0.288706607960855,-1.8089418050906185,-3.727106999074667,8.602693719932358,5.875586720857691,"Shane Bieber","19427",669456
"David Peterson ","NYM","SP",452.0400085449219,169.662,2.5260353042497043,-1.3993415316800395,0.4680156066887888,-5.929248877467583,0.5102942262731783,-3.824245271935952,8.602693719932358,5.778448447996406,"David Peterson","20302",656849
"Ryan Pepiot ","TBR","SP",129.10000610351562,156.361,0.6737078407848639,-1.3993415316800395,-2.927019052864902,-1.7931109817561084,1.487186276955257,-3.958577448560929,8.602693719932358,5.64411627137143,"Ryan Pepiot","26221",686752
"Jeff Hoffman ","TOR","RP",99.63999938964844,63,-4.711928647412169,5.724682628183365,1.094518451900332,0.9324029920412491,-4.380257830617771,-1.3405824059049942,5.923586940896976,5.58300453499198,"Jeff Hoffman","17432",656546
"Nolan McLean ","NYM","SP",87.29000091552734,149.04,1.2352021825015012,-1.3993415316800395,-0.07646579934343609,-3.74156915519031,-0.07158429624581962,-4.053758599958104,8.602693719932358,5.548935119974255,"Nolan McLean","33703",690997
"Tanner Bibee ","CLE","SP",188.6300048828125,182.086,1.7708392127345536,-1.3993415316800395,-4.242394537594886,-2.4985453672613422,1.9621978855818345,-4.40724433821988,8.602693719932358,5.195449381712478,"Tanner Bibee","30134",676440
"Daniel Palencia ","CHC","RP",91.05999755859375,67,-4.644867427794433,7.378838969237825,0.3295936750834449,-0.6845221571827984,-4.492282116545497,-2.1132390572014597,5.923586940896976,4.810347883695515,"Daniel Palencia","27914",694037
"Yusei Kikuchi ","LAA","SP",506.57000732421875,177.726,1.5193598085390783,-1.3993415316800395,-4.183508895828002,-3.4250756614859936,2.621770605500189,-4.866795674954767,8.602693719932358,4.73589804497759,"Yusei Kikuchi","20633",579328
"Abner Uribe ","MIL","RP",167.27999877929688,72,-4.273189464312336,3.7763387742655734,2.2141797525629494,-0.706618187328058,-3.7101188864351835,-2.6994080112470544,5.923586940896976,4.224178929649922,"Abner Uribe","25327",682842
"Ryan Helsley ","BAL","RP",85.58999633789062,64,-4.681902550164507,5.625711622524785,0.7828062106551138,-0.08867607167593708,-4.42805934806652,-2.7901201367270634,5.923586940896976,4.133466804169911,"Ryan Helsley","18138",664854
"Grayson Rodriguez ","LAA","SP",397.1099853515625,119.685,-1.1903653911069128,-1.3993415316800395,-0.82657867047416,-1.011957864614268,-1.0888480443014037,-5.5170915021767835,8.602693719932358,4.085602217755574,"Grayson Rodriguez","24492",680570
"Edward Cabrera ","CHC","SP",174.72000122070312,142.261,0.4980985308712312,-1.3993415316800395,-2.166960813301109,-3.0511426785887026,0.5885988715618887,-5.53074762113673,8.602693719932358,4.071946098795626,"Edward Cabrera","21690",665795
"José Soriano ","LAA","SP",321.80999755859375,177.273,2.0933577976113753,-1.3993415316800395,0.19316339554935974,-8.03989107426331,1.4854249015668721,-5.667286511215742,8.602693719932358,3.935407208716617,"Jose Soriano","22100",667755
"Ryan Weathers ","NYY","SP",232.55999755859375,124.313,-0.5244897124060265,-1.3993415316800395,-0.9932316645939555,-1.6103185998886875,-1.324586389028074,-5.851967897596784,8.602693719932358,3.7507258223355744,"Ryan Weathers","23796",677960
"Reynaldo López ","ATL","SP",302.9100036621094,150.047,0.7858549526800082,-1.3993415316800395,-3.113390477929372,-2.862986810873681,0.6509679876459517,-5.9388958801571325,8.602693719932358,3.6637978397752256,"Reynaldo Lopez","16400",625643
"Reid Detmers ","LAA","SP",350.4599914550781,150.721,0.09165863014913629,-1.3993415316800395,-2.9319598967385136,-2.9853862987738773,1.1318680861288057,-6.093161010914487,8.602693719932358,3.509532709017871,"Reid Detmers","27468",672282
"Kris Bubic ","KCR","SP",190.69000244140625,149.332,0.7531767308379068,-1.3993415316800395,-1.8728362816091517,-3.5558288233122584,-0.06715195783325112,-6.1419818635967935,8.602693719932358,3.4607118563355637,"Kris Bubic","21455",663460
"Raisel Iglesias ","ATL","RP",100.62000274658203,66,-4.659927674480273,5.570909280534031,-0.03701815125972007,0.3611466569889209,-4.727628030486155,-3.4925179187031965,5.923586940896976,3.4310690221937783,"Raisel Iglesias","17130",628452
"Grant Taylor ","CHW","RP",506.67999267578125,93.7429,-3.1513360184758117,-0.07563462304281907,1.85677946172365,-0.07619161761269705,-2.2710412240177127,-3.717424021425391,5.923586940896976,3.206162919471584,"Grant Taylor","33927",691799
"Robbie Ray ","SFG","SP",166.44000244140625,179.798,1.677540613028631,-1.3993415316800395,-5.167544069334359,-4.58463208203735,2.9977770983841148,-6.476199971639002,8.602693719932358,3.126493748293356,"Robbie Ray","11486",592662
"Jared Jones ","PIT","SP",714.77001953125,106.921,-1.775066726337079,-1.3993415316800395,-0.8022407696547079,-0.6037363332060449,-1.9583803610342079,-6.538765721912079,8.602693719932358,3.063927998020279,"Jared Jones","27863",683003
"Casey Mize ","DET","SP",289.6499938964844,150.592,0.6295683938561696,-1.3993415316800395,-3.1623946312086986,-2.003282914907126,-0.6084002045538516,-6.543850888493547,8.602693719932358,3.0588428314388114,"Casey Mize","20492",663554
"Pete Fairbanks ","MIA","RP",111.45999908447266,62,-4.998169763019594,5.820655111286682,0.4376465369983189,-0.2619704223150813,-5.107967486544848,-4.1098060235945235,5.923586940896976,2.813780917302452,"Pete Fairbanks","17998",664126
"Merrill Kelly ","ARI","SP",284.17999267578125,172.667,1.9071399893199887,-1.3993415316800395,-4.250816491093063,-4.3749738587172455,1.0416546368324988,-7.076337255337862,8.602693719932358,2.526356464594497,"Merrill Kelly","11156",518876
"Braxton Garrett ","MIA","SP",604.1099853515625,116.888,-1.4658087644324502,-1.3993415316800395,-0.9883420666019892,-0.9027327317824834,-2.6547295241870232,-7.410954618683986,8.602693719932358,2.1917391012483725,"Braxton Garrett","21844",666129
"Max Scherzer ","TOR","SP",546.9299926757812,117.348,-1.333107235274311,-1.3993415316800395,-3.5004969649611297,0.4626490312488067,-1.6619217179445531,-7.432218418611227,8.602693719932358,2.1704753013211313,"Max Scherzer","3137",453286
"Garrett Cleavinger ","TBR","RP",505.4800109863281,65,-4.687775208549927,1.2398929130639733,1.775143205320354,0.893871729314935,-3.9767391003418058,-4.75560646119247,5.923586940896976,2.1679804797045055,"Garrett Cleavinger","17897",664076
"Hunter Greene ","CIN","SP",444.32000732421875,82.5557,-3.098103831026811,-1.3993415316800395,-1.034698874793804,0.8681739404729764,-2.8857232083251767,-7.549693505352855,8.602693719932358,2.053000214579503,"Hunter Greene","22182",668881
"Kodai Senga ","NYM","SP",223.52000427246094,137.378,0.2345897182206676,-1.3993415316800395,-1.754585554065385,-4.423439437725545,-0.29363319494877155,-7.636410000199073,8.602693719932358,1.9662837197332843,"Kodai Senga","31838",673540
"Gavin Williams ","CLE","SP",144.74000549316406,177.33,1.6507357270560936,-1.3993415316800395,-3.9995981627121227,-6.506419077084053,2.574387883696462,-7.680235160723659,8.602693719932358,1.9224585592086982,"Gavin Williams","30122",668909
"Foster Griffin ","WSN","SP",999,141.276,-0.319612184173455,-1.3993415316800395,-1.9083815848535477,-2.7039150176619677,-1.3997673055407798,-7.73101762390979,8.602693719932358,1.8716760960225685,"Foster Griffin","16432",656492
"Joey Cantillo ","CLE","SP",270.80999755859375,148.827,0.07583982705042773,-1.3993415316800395,-2.1615167130331128,-4.892637115898753,0.6331514271543413,-7.744504106407137,8.602693719932358,1.8581896135252207,"Joey Cantillo","23335",676282
"Ben Brown ","CHC","SP/RP",733.6500244140625,69.747,-4.2089698390212185,-1.3993415316800395,1.0544000120089476,1.030601227983824,-4.225562527401074,-7.748872658109562,8.602693719932358,1.8538210618227968,"Ben Brown","23590",676962
"Trevor Megill ","MIL","RP",137.6999969482422,66,-4.662295707390465,1.5335349090767212,1.0307118150104688,0.9856521517701895,-4.046889398949054,-5.159286230482139,5.923586940896976,1.7643007104148363,"Trevor Megill","17722",656730
"Will Warren ","NYY","SP",285.04998779296875,133.902,-0.1498753068171946,-1.3993415316800395,-2.512864666699722,-2.9958727825164355,-0.7854645695898247,-7.843418857303215,8.602693719932358,1.7592748626291426,"Will Warren","30182",701542
"Bryan Abreu ","HOU","RP",181.6999969482422,68,-4.398597650835768,0.05987158063008865,1.8123800526969334,0.887842436049468,-3.5881327399343443,-5.226636321393623,5.923586940896976,1.6969506195033528,"Bryan Abreu","16609",650556
"Spencer Schwellenbach ","ATL","SP",743.1900024414062,76.8974,-3.1590083005748797,-1.3993415316800395,0.21366186380390917,0.7666628569748146,-4.475036963671248,-8.053062075147443,8.602693719932358,1.5496316447849146,"Spencer Schwellenbach","31846",680885
"Justin Steele ","CHC","SP",605.5,82.9657,-2.8375312346549344,-1.3993415316800395,0.3245859213049914,0.05641160262736244,-4.235942676602689,-8.091817919005308,8.602693719932358,1.51087580092705,"Justin Steele","17312",657006
"Robert Garcia ","TEX","RP",232.1199951171875,64,-4.771506828834971,3.9282041130256844,0.605947727139752,-0.4687956766029378,-4.8143592903272445,-5.520509955599716,5.923586940896976,1.4030769852972584,"Robert Garcia","23363",676395
"Max Meyer ","MIA","SP",281.45001220703125,149.11,-0.0563879148632348,-1.3993415316800395,-3.047916908942803,-3.4146005103686288,-0.3368959005158782,-8.255142766370584,8.602693719932358,1.3475509535617733,"Max Meyer","27474",676974
"Zebby Matthews ","MIN","SP",488.6400146484375,105.339,-2.000214128492302,-1.3993415316800395,-1.9240920046352763,-0.14188100098318884,-2.8796821064965616,-8.345210772287368,8.602693719932358,1.2574829476449902,"Zebby Matthews","31827",805673
"Bailey Ober ","MIN","SP",494.3399963378906,159.594,0.5716949883669017,-1.3993415316800395,-6.465706784832202,-1.2100086286185907,0.14066194507111082,-8.36270001169282,8.602693719932358,1.239993708239539,"Bailey Ober","21224",641927
"Brandon Pfaadt ","ARI","SP",588.5999755859375,164.052,1.3707459834704032,-1.3993415316800395,-5.786884664058888,-2.6520548521649125,0.0017627415162269862,-8.465772322917209,8.602693719932358,1.1369213970151504,"Brandon Pfaadt","27782",694297
"Bryce Miller ","SEA","SP",341.6000061035156,143.442,0.1700860012453032,-1.3993415316800395,-4.148531735103638,-2.1367370395076626,-1.0001100130765417,-8.514634318122578,8.602693719932358,1.0880594018097802,"Bryce Miller","29837",682243
"Emilio Pagán ","CIN","RP",111.94000244140625,66,-4.901935172863033,5.842466944712867,-1.6983967583937927,-0.4743723517720626,-4.631951985209866,-5.8641893235258875,5.923586940896976,1.0593976173710875,"Emilio Pagan","14771",641941
"Jeremiah Estrada ","SDP","RP",623.5800170898438,70,-4.326895213177765,-1.3993415316800395,1.9449646223514232,1.1757489812721902,-3.3180637996627835,-5.923586940896976,5.923586940896976,1,"Jeremiah Estrada","22210",669093
"Cam Schlittler ","NYY","SP",116.62999725341797,126.418,-0.42351928225713176,-1.3993415316800395,-2.312186852117205,-3.040897357240972,-1.42674869663701,-8.602693719932358,8.602693719932358,1,"Cam Schlittler","32095",693645
"Steven Matz ","TBR","SP",712.989990234375,137.556,-0.5241107729416645,-1.3993415316800395,-2.908406624146153,-2.1711454036615723,-1.7260314217397061,-8.729035754169136,8.602693719932358,0.8736579657632227,"Steven Matz","13361",571927
"Zac Gallen ","ARI","SP",222.69000244140625,183.879,2.2768295368404012,-1.3993415316800395,-5.79150911090847,-5.938069503679002,2.0969567922393226,-8.755133817187787,8.602693719932358,0.8475599027445709,"Zac Gallen","19291",668678
"Ian Seymour ","TBR","SP",521.1400146484375,112.188,-2.1221174637124576,-1.3993415316800395,-2.1766817011966233,-0.7476314314645164,-2.3754764866831053,-8.821248614736742,8.602693719932358,0.7814451051956159,"Ian Seymour","27932",693855
"Jacob Misiorowski ","MIL","SP",114.13999938964844,142.852,-0.02153090401507548,-1.3993415316800395,-3.360760299577832,-4.92388382404138,0.8777351820784121,-8.827781377235913,8.602693719932358,0.7749123426964445,"Jacob Misiorowski","31623",694819
"Sandy Alcantara ","MIA","SP",144.57000732421875,186.581,1.537830736232225,-1.3993415316800395,-4.966332897256857,-5.0618771222021515,1.0582746383383321,-8.831446176568491,8.602693719932358,0.7712475433638677,"Sandy Alcantara","18684",645261
"Michael Soroka ","ARI","SP",710.3599853515625,102.289,-2.357778968121416,-0.06391082108019676,-2.016092079070697,-1.9662943636663186,-2.545290515491702,-8.949366747430329,8.602693719932358,0.6533269725020285,"Michael Soroka","18383",647336
"Mike Burrows ","HOU","SP",237.9499969482422,146.237,0.48455336455869497,-1.3993415316800395,-4.589473852049004,-3.444186874261063,-0.041320480203013106,-8.989769373634424,8.602693719932358,0.6129243462979346,"Mike Burrows","24728",681347
"Cade Cavalli ","WSN","SP",305.2200012207031,155.867,0.2657521822053208,-1.3993415316800395,-2.5882651798161693,-4.788447890792069,-0.7677940298558008,-9.278096449938758,8.602693719932358,0.3245972699936004,"Cade Cavalli","27473",676917
"Zach Eflin ","BAL","SP",395.20001220703125,155.909,0.8065037660670217,-1.3993415316800395,-5.561816569779266,-1.881437155879544,-1.3332786802366163,-9.369370171508445,8.602693719932358,0.23332354842391356,"Zach Eflin","13774",621107
"Matt Brash ","SEA","RP",733.280029296875,63,-4.642878334348604,-0.5205964409650933,2.352917697458646,0.5153568758859436,-4.4696605604995625,-6.764860762468672,5.923586940896976,0.15872617842830417,"Matt Brash","25756",666374
"Clay Holmes ","NYM","SP",330.6300048828125,153.997,1.3542641492230851,-1.3993415316800395,-1.5990077085330883,-7.038989348305493,-0.9184357359999189,-9.601510175295456,8.602693719932358,0.0011835446369033997,"Clay Holmes","13649",605280
